Age,Gender,Education_Level,Income,Joining Designation,Quarterly Rating,Target_Var,tenure_Months,Total Business Value,Quarterly_Rating_Increase,Income_Increase,City_Encoded
31.0,0.0,1,59650,2,1,1,1,0,0,0,0.684190247889322
28.0,1.0,2,61879,1,3,1,35,7285960,1,0,0.6753359528111106
31.0,1.0,1,31210,2,1,0,8,3747990,1,0,0.5955893821231233
24.0,0.0,1,33391,1,1,1,5,357370,1,0,0.6001946113311858
34.0,0.0,0,20010,1,1,1,4,0,0,0,0.763421552435784
23.0,0.0,2,117011,3,1,0,7,345010,0,0,0.7050484531983688
37.0,1.0,1,42339,2,1,1,8,416990,0,0,0.5953765525951102
37.0,0.0,1,112513,1,2,0,21,66352800,1,0,0.6989110821540374
34.0,0.0,0,22556,1,4,1,13,4008780,0,0,0.5955893821231233
58.0,1.0,1,29202,1,3,1,15,3311100,0,0,0.698531179865061
33.0,0.0,0,90020,2,1,1,1,1159750,1,0,0.7302630624839633
27.0,0.0,1,23801,1,2,1,11,1282390,0,0,0.7050484531983688
30.0,0.0,2,52209,2,1,1,5,0,0,0,0.5953765525951102
36.0,1.0,1,72778,3,1,0,7,2512630,1,0,0.6753359528111106
23.0,1.0,0,20984,1,1,1,2,150440,0,0,0.6379843993734239
32.0,0.0,1,110792,2,3,1,20,8421010,0,0,0.7295003150180094
38.0,0.0,1,59077,2,1,1,5,200000,0,0,0.6379843993734239
32.0,0.0,0,62460,3,1,1,10,405920,0,0,0.5700438883328994
40.0,0.0,1,35442,1,3,0,26,20412560,1,0,0.8160639742891412
47.0,1.0,2,61291,1,4,0,28,21687570,1,0,0.6741618832945772
35.0,1.0,1,28216,1,2,1,36,8277880,1,0,0.6999473490155224
31.0,0.0,2,38152,2,1,1,2,516280,1,0,0.5953765525951102
30.0,1.0,1,25357,1,1,1,3,2306700,1,0,0.5953765525951102
53.0,1.0,0,79243,1,3,0,29,19504080,1,0,0.6741618832945772
26.0,0.0,2,103305,3,1,1,3,0,0,0,0.7302630624839633
34.0,0.0,2,65628,3,1,0,6,281160,0,0,0.5953765525951102
33.0,1.0,0,78441,2,1,1,58,8107300,1,0,0.6741618832945772
25.0,1.0,1,73207,1,4,1,25,13233470,0,0,0.7028288409112735
37.0,0.0,1,79251,2,1,0,0,0,0,0,0.5955893821231233
30.0,1.0,0,21935,1,1,1,7,622550,0,0,0.7092607604412382
49.0,1.0,0,53572,1,3,1,45,3408200,0,0,0.6342365899109041
29.0,0.0,2,37067,2,1,1,4,0,0,0,0.7740665011127292
46.0,1.0,1,94485,3,1,0,1,0,0,0,0.6741618832945772
33.0,0.0,0,85965,3,1,1,2,2201350,1,0,0.6001946113311858
35.0,0.0,1,50766,3,1,0,13,4430300,1,0,0.6001946113311858
35.0,0.0,0,70733,2,1,1,6,0,0,0,0.6342365899109041
33.0,1.0,2,81348,2,1,1,4,0,0,0,0.5700438883328994
28.0,1.0,2,43647,2,1,1,1,0,0,0,0.763421552435784
29.0,1.0,1,49336,1,1,1,13,652150,0,0,0.7065528646360607
41.0,1.0,2,68830,2,1,1,8,0,0,0,0.654375558571176
38.0,1.0,1,86246,3,1,1,1,0,0,0,0.763421552435784
25.0,0.0,1,41661,2,1,1,19,583160,0,0,0.6989110821540374
37.0,0.0,2,83604,2,2,0,87,19422760,1,0,0.683166962884123
36.0,1.0,1,101423,3,1,1,11,1512170,0,0,0.7302630624839633
39.0,0.0,1,57872,1,3,1,16,5901490,0,0,0.7028288409112735
23.0,1.0,1,54580,1,1,0,5,314880,0,0,0.6753359528111106
38.0,0.0,0,133489,3,2,0,91,36398090,1,0,0.7295003150180094
30.0,0.0,0,59644,2,2,1,13,3770920,0,0,0.7028288409112735
41.0,1.0,2,81933,2,2,0,34,18076460,1,0,0.6098957440667345
35.0,1.0,0,138520,3,1,0,13,13170380,1,0,0.7340256711699624
40.0,0.0,2,89192,1,2,0,39,13468220,1,0,0.6753359528111106
32.0,0.0,2,38919,2,1,0,2,0,0,0,0.5313237578674669
25.0,1.0,1,22132,1,1,0,0,0,0,0,0.698531179865061
24.0,0.0,0,16216,1,2,1,12,2481260,1,0,0.6989110821540374
33.0,1.0,1,73561,2,1,1,52,3981020,0,0,0.683166962884123
28.0,1.0,1,62243,3,1,1,13,0,0,0,0.6741618832945772
30.0,1.0,1,112722,1,1,1,4,2945540,1,0,0.7698585742141875
43.0,0.0,0,91207,2,4,0,72,15313810,1,0,0.698531179865061
32.0,0.0,2,46043,3,1,1,5,0,0,0,0.5955893821231233
34.0,1.0,2,78164,3,1,1,4,232140,0,0,0.7065528646360607
38.0,0.0,0,55943,1,2,1,10,2669780,0,0,0.763421552435784
44.0,1.0,1,87441,2,1,0,22,44861920,1,1,0.6001946113311858
30.2,0.0,2,66742,3,1,1,4,728680,1,0,0.7295003150180094
34.0,1.0,2,21154,1,1,1,4,116750,0,0,0.698531179865061
32.0,0.0,2,54915,3,2,0,5,2433060,0,0,0.5313237578674669
29.0,1.0,1,83958,3,1,0,4,0,0,0,0.7295003150180094
34.0,1.0,0,18291,1,2,1,8,1080540,0,0,0.7698585742141875
27.0,1.0,2,83632,2,2,0,5,371110,0,0,0.5700438883328994
31.0,0.0,2,51261,2,1,1,4,0,0,0,0.8160639742891412
31.0,1.0,2,67740,2,1,1,2,375600,0,0,0.6001946113311858
35.0,0.0,0,59764,1,4,0,39,23264700,1,0,0.5700438883328994
30.0,0.0,0,49471,2,1,1,62,2526560,1,0,0.654375558571176
38.0,1.0,0,40142,2,1,1,10,0,0,0,0.7194295503654974
34.0,1.0,1,30851,2,1,1,2,110000,0,0,0.5313237578674669
33.0,1.0,2,57624,2,1,1,13,2025190,1,0,0.7194295503654974
31.0,0.0,0,40760,1,1,1,10,202160,0,0,0.7302630624839633
45.0,1.0,0,51339,1,2,0,25,11611790,1,0,0.763421552435784
32.0,1.0,2,57541,2,1,0,1,0,0,0,0.7065528646360607
30.0,1.0,1,62204,1,1,1,12,0,0,0,0.763421552435784
30.0,0.0,0,12895,1,1,1,6,0,0,0,0.683166962884123
24.0,1.0,0,25551,1,1,1,4,0,0,0,0.6999473490155224
41.0,0.0,0,112934,3,1,1,11,790560,0,0,0.6989110821540374
24.0,0.0,0,14761,2,1,1,4,600000,0,0,0.7028288409112735
27.0,0.0,2,77301,3,1,0,4,0,0,0,0.683166962884123
40.0,1.0,0,129924,1,2,0,62,22993970,1,0,0.6001946113311858
34.0,1.0,0,80980,2,1,1,5,0,0,0,0.7050484531983688
36.0,0.0,1,21530,2,1,1,3,0,0,0,0.7340256711699624
35.0,0.0,1,103102,2,2,1,9,2938190,0,0,0.6999473490155224
28.0,0.0,2,34461,3,1,1,1,0,0,0,0.683166962884123
30.0,1.0,1,40435,1,4,1,19,8472750,0,0,0.6741618832945772
25.0,1.0,0,76455,1,1,0,6,0,0,0,0.5313237578674669
45.0,0.0,0,49280,1,3,0,29,16350440,1,0,0.6077892105070524
36.0,1.0,0,60982,2,1,1,5,0,0,0,0.7065528646360607
31.0,0.0,2,23566,1,1,1,13,0,0,0,0.7050484531983688
32.0,0.0,1,59587,2,1,0,11,359540,0,0,0.7302630624839633
32.0,1.0,1,21780,1,1,1,0,0,0,0,0.6379843993734239
28.0,0.0,1,87351,2,2,0,87,52296540,1,0,0.654375558571176
34.0,1.0,2,103060,3,1,1,1,0,0,0,0.6753359528111106
33.0,1.0,2,46851,2,1,0,12,8973880,1,0,0.6989110821540374
38.0,0.0,2,37900,2,1,1,9,106910,0,0,0.684190247889322
29.0,0.0,2,23334,1,1,1,5,399460,0,0,0.7194295503654974
33.0,0.0,1,49659,1,1,1,1,0,0,0,0.763421552435784
31.0,1.0,0,38223,3,1,0,5,1886720,1,0,0.654375558571176
25.0,1.0,0,18770,1,1,1,1,0,0,0,0.7698585742141875
34.0,0.0,2,41798,1,1,1,5,0,0,0,0.5700438883328994
32.0,1.0,0,71384,3,1,1,9,3045080,1,0,0.7295003150180094
34.0,1.0,0,65040,1,1,1,8,1446390,1,0,0.6999473490155224
32.0,1.0,0,35939,1,1,1,3,302530,0,0,0.7092607604412382
28.0,1.0,2,80818,2,1,1,7,159480,0,0,0.5955893821231233
23.0,1.0,1,54235,2,1,0,3,0,0,0,0.763421552435784
24.0,1.0,0,33981,1,1,1,5,600330,0,0,0.6753359528111106
41.0,0.0,0,59902,3,1,1,4,0,0,0,0.684190247889322
29.0,1.0,1,35595,1,1,0,13,6320460,1,0,0.5955893821231233
31.0,0.0,1,67490,2,1,1,2,0,0,0,0.7302630624839633
43.0,0.0,2,39054,1,1,1,4,155200,0,0,0.7050484531983688
30.0,0.0,2,27774,2,1,1,2,0,0,0,0.6741618832945772
34.0,0.0,2,39612,2,1,1,0,0,0,0,0.7092607604412382
33.0,0.0,2,56687,2,1,1,11,116400,0,0,0.7194295503654974
32.0,1.0,1,47102,2,2,1,15,3700850,1,0,0.7065528646360607
25.0,1.0,2,89894,2,1,0,3,0,0,0,0.763421552435784
33.0,0.0,0,113197,3,1,0,6,5565300,1,0,0.5953765525951102
25.0,0.0,2,131168,3,1,0,3,1026920,1,0,0.6741618832945772
36.0,0.0,0,71338,3,1,1,0,0,0,0,0.7050484531983688
36.0,0.0,1,54695,3,1,0,8,3627320,1,0,0.683166962884123
24.0,1.0,2,45009,1,1,0,1,0,0,0,0.7295003150180094
38.0,0.0,2,23545,1,1,1,6,0,0,0,0.6379843993734239
31.0,0.0,2,31124,1,1,1,2,0,0,0,0.6001946113311858
31.0,0.0,0,92847,2,2,1,25,6959340,0,0,0.6379843993734239
32.0,1.0,0,63315,2,1,1,9,1916140,1,0,0.6342365899109041
40.0,0.0,1,59097,2,1,1,2,600000,0,0,0.7194295503654974
33.0,1.0,1,24378,1,1,0,16,1824010,1,0,0.6753359528111106
39.0,0.0,0,33901,1,2,1,14,2319860,0,0,0.6753359528111106
24.0,1.0,1,93751,3,1,0,0,0,0,0,0.683166962884123
34.0,1.0,0,29642,1,1,1,13,0,0,0,0.6342365899109041
42.0,1.0,0,56666,2,1,1,54,4068840,1,0,0.6989110821540374
32.0,1.0,2,43282,2,1,1,1,0,0,0,0.8160639742891412
38.0,0.0,2,131567,3,1,1,0,0,0,0,0.7028288409112735
41.0,1.0,0,99669,1,3,0,66,59380670,1,0,0.8160639742891412
31.0,1.0,0,55276,2,1,1,6,444720,0,0,0.7065528646360607
49.0,1.0,0,56150,1,2,1,37,1995640,0,0,0.7295003150180094
27.0,0.0,2,46397,2,1,1,3,0,0,0,0.7295003150180094
30.0,0.0,0,14113,1,1,1,1,2051240,1,0,0.7340256711699624
30.0,0.0,2,87710,3,1,1,2,0,0,0,0.6741618832945772
41.0,1.0,1,35133,1,3,1,57,13233930,0,0,0.5313237578674669
35.0,0.0,2,67219,3,1,1,5,172480,0,0,0.698531179865061
33.0,1.0,1,54214,2,1,1,12,1103230,0,0,0.7302630624839633
41.0,0.0,1,15189,1,1,1,12,0,0,0,0.6342365899109041
33.0,1.0,2,21346,1,1,1,35,328190,0,0,0.684190247889322
30.0,1.0,1,83916,3,1,0,8,0,0,0,0.7340256711699624
28.0,0.0,2,55546,3,2,1,6,4817790,1,0,0.683166962884123
26.0,1.0,1,136960,1,2,1,17,3630130,0,0,0.7050484531983688
46.0,0.0,1,77114,1,4,0,36,28596320,1,0,0.5700438883328994
40.0,1.0,2,77785,4,1,0,13,15539040,1,0,0.7092607604412382
36.0,1.0,2,43764,1,2,1,12,817680,0,0,0.7295003150180094
39.0,1.0,2,57225,2,2,1,12,1627260,0,0,0.7740665011127292
26.0,0.0,0,48747,1,1,0,8,5303160,1,0,0.6077892105070524
31.0,0.0,1,65298,1,1,1,29,613790,0,0,0.6989110821540374
27.0,1.0,0,14820,1,2,1,3,1039460,0,0,0.7065528646360607
44.0,0.0,0,46244,1,3,0,31,18608140,1,1,0.7194295503654974
28.0,0.0,0,40366,2,1,1,1,3313060,1,0,0.6989110821540374
31.0,1.0,2,43411,1,1,1,10,0,0,0,0.5313237578674669
30.0,1.0,0,87010,3,1,1,2,0,0,0,0.6741618832945772
42.0,0.0,2,76562,2,2,1,11,5873580,1,0,0.698531179865061
35.0,0.0,1,79652,2,1,0,1,0,0,0,0.7302630624839633
33.0,0.0,2,53750,2,1,1,5,0,0,0,0.6989110821540374
38.0,1.0,0,47818,2,1,1,0,0,0,0,0.5955893821231233
37.0,0.0,2,94809,2,1,0,23,14703740,1,0,0.7092607604412382
27.0,1.0,2,67326,1,3,0,34,11742390,1,0,0.7698585742141875
35.0,0.0,2,53643,1,2,1,48,2354140,1,0,0.6379843993734239
28.0,0.0,2,29150,3,1,1,4,939200,0,0,0.6741618832945772
35.0,0.0,0,63888,2,3,1,17,6301900,1,0,0.7295003150180094
25.0,0.0,1,23711,1,1,1,11,1368970,0,0,0.7740665011127292
36.0,0.0,2,167758,5,1,1,9,0,0,0,0.684190247889322
32.0,1.0,0,31097,1,1,1,6,232820,0,0,0.6379843993734239
35.0,1.0,2,67450,1,4,0,26,30668490,1,1,0.5955893821231233
41.0,0.0,0,132505,1,3,1,52,22212220,0,0,0.6753359528111106
27.0,0.0,0,16676,1,2,1,15,1877880,0,0,0.7302630624839633
37.0,0.0,0,113256,4,1,1,1,0,0,0,0.7302630624839633
34.0,1.0,2,63321,2,1,0,1,0,0,0,0.7295003150180094
35.0,1.0,1,77848,3,1,1,3,-134880,0,0,0.7340256711699624
43.0,1.0,2,109652,1,2,1,60,12342600,1,0,0.7050484531983688
31.0,0.0,1,17648,1,1,1,2,0,0,0,0.683166962884123
39.0,0.0,1,112317,3,1,1,8,650870,0,0,0.7092607604412382
32.0,0.0,2,62380,2,1,1,31,2814660,1,0,0.698531179865061
25.0,0.0,2,73899,2,2,0,14,2423110,0,0,0.7194295503654974
34.0,1.0,1,77613,3,1,0,3,0,0,0,0.654375558571176
25.0,1.0,2,27993,1,1,1,3,100950,0,0,0.6379843993734239
29.0,0.0,2,169549,2,4,0,65,48017720,1,0,0.6001946113311858
38.0,0.0,1,58275,1,2,1,40,1624320,0,0,0.7194295503654974
46.0,0.0,1,111507,2,2,0,77,37052330,1,0,0.6753359528111106
35.0,1.0,0,54059,3,1,0,5,1160900,1,0,0.6379843993734239
32.0,0.0,0,68525,3,1,0,3,393110,0,0,0.7050484531983688
30.0,0.0,1,28890,3,1,1,4,0,0,0,0.6077892105070524
33.0,1.0,2,82309,2,2,0,3,1147570,0,0,0.7295003150180094
33.0,1.0,2,40281,2,1,1,0,0,0,0,0.683166962884123
36.0,0.0,2,39195,1,1,0,0,0,0,0,0.7740665011127292
27.0,0.0,0,12064,1,1,1,12,0,0,0,0.6077892105070524
27.0,0.0,0,58259,2,1,1,3,200000,0,0,0.6741618832945772
37.0,1.0,0,46832,1,1,1,3,0,0,0,0.7740665011127292
52.0,1.0,1,56188,1,2,1,49,5951770,1,0,0.6999473490155224
30.0,0.0,2,37214,1,1,1,2,0,0,0,0.5313237578674669
28.0,1.0,0,13222,1,1,1,6,0,0,0,0.8160639742891412
33.0,0.0,2,100560,3,3,1,2,2077720,0,0,0.6753359528111106
31.0,1.0,1,24429,1,2,1,13,500000,0,0,0.6379843993734239
28.0,0.0,2,36373,2,2,0,5,0,0,0,0.5953765525951102
35.0,0.0,2,51769,2,1,0,5,834440,1,0,0.7065528646360607
33.0,1.0,2,51617,2,1,1,2,0,0,0,0.6001946113311858
36.0,0.0,2,63424,3,1,1,11,3232040,1,0,0.5313237578674669
25.0,0.0,0,44169,1,2,1,22,1857200,0,0,0.7295003150180094
36.0,0.0,1,90492,3,3,1,19,8545060,1,0,0.6077892105070524
29.0,1.0,0,59110,2,1,0,7,6078150,1,0,0.5313237578674669
23.0,0.0,2,71138,2,1,1,2,0,0,0,0.7092607604412382
32.0,0.0,1,90734,3,1,1,6,1835260,1,0,0.6379843993734239
37.0,1.0,0,18024,2,1,0,11,2921500,1,0,0.6098957440667345
29.0,1.0,1,17481,1,1,1,11,0,0,0,0.6753359528111106
23.0,0.0,0,23511,1,3,1,26,6774730,1,0,0.6077892105070524
38.0,1.0,1,92031,3,1,0,12,8087990,1,0,0.654375558571176
39.0,0.0,2,37664,1,4,0,58,18059400,1,0,0.7065528646360607
24.0,0.0,1,99691,1,3,1,32,22037490,1,0,0.7194295503654974
42.0,0.0,0,58577,2,1,1,14,2375570,1,0,0.698531179865061
38.0,0.0,1,33343,1,2,1,6,990700,0,0,0.6077892105070524
32.0,1.0,2,85831,2,1,1,13,269890,0,0,0.7065528646360607
26.0,1.0,2,36191,1,1,1,5,150000,0,0,0.654375558571176
30.0,0.0,0,42551,2,1,1,11,0,0,0,0.763421552435784
29.0,0.0,2,52371,1,1,0,7,3763050,1,0,0.683166962884123
34.0,0.0,0,19183,2,1,1,2,0,0,0,0.7302630624839633
28.0,1.0,0,63182,3,1,1,7,0,0,0,0.6999473490155224
33.0,0.0,1,99858,2,3,1,2,2213880,0,0,0.7340256711699624
31.0,1.0,2,45365,3,1,0,1,0,0,0,0.698531179865061
30.0,0.0,1,55723,1,4,1,27,12943640,1,0,0.6741618832945772
27.0,0.0,0,55344,2,1,1,6,0,0,0,0.698531179865061
33.0,0.0,2,36682,1,1,1,14,235880,0,0,0.7295003150180094
38.0,1.0,1,30967,1,1,0,18,6222350,1,0,0.7050484531983688
34.0,0.0,1,44188,1,1,1,1,0,0,0,0.7092607604412382
35.0,0.0,2,99515,3,2,1,14,7052730,1,0,0.654375558571176
33.0,0.0,1,89269,3,1,1,6,250000,0,0,0.5700438883328994
25.0,1.0,2,68294,1,2,1,15,4531680,1,0,0.763421552435784
28.0,1.0,0,18538,1,1,0,13,9802190,1,0,0.698531179865061
45.0,1.0,2,44041,1,2,1,9,2470920,1,0,0.763421552435784
36.0,0.0,0,47251,3,1,1,3,0,0,0,0.5953765525951102
36.0,0.0,2,65277,2,2,0,8,6270140,1,0,0.6753359528111106
35.0,0.0,1,58626,3,1,1,13,502040,1,0,0.763421552435784
39.0,0.0,2,51616,1,1,1,27,2959320,1,0,0.8160639742891412
35.0,1.0,2,74360,2,1,1,19,11532320,1,0,0.7050484531983688
35.0,1.0,2,142543,1,3,0,85,33738740,1,0,0.5313237578674669
27.0,0.0,0,65958,1,4,1,16,17386610,1,0,0.7340256711699624
36.0,1.0,1,40775,1,2,1,29,2424000,1,0,0.7698585742141875
25.0,1.0,1,29052,1,1,1,11,2172260,1,0,0.7295003150180094
25.0,0.0,2,62242,2,1,1,3,291000,0,0,0.7302630624839633
35.0,1.0,2,59644,1,4,1,32,15457560,1,0,0.7194295503654974
50.0,1.0,2,40013,1,4,1,45,12708940,1,0,0.5700438883328994
45.0,0.0,0,48747,1,4,0,31,17784050,0,0,0.6741618832945772
31.0,1.0,0,25228,1,3,1,24,4542520,1,0,0.6342365899109041
23.0,0.0,2,38169,1,2,0,11,4925520,1,0,0.7194295503654974
38.0,1.0,0,52092,3,2,0,6,1697840,0,0,0.6753359528111106
30.0,0.0,0,15052,1,2,0,5,2241890,0,0,0.6098957440667345
27.0,0.0,1,75458,2,1,1,2,0,0,0,0.7740665011127292
32.0,0.0,1,66536,3,1,0,3,0,0,0,0.5955893821231233
31.0,1.0,0,30212,1,1,1,16,1250290,1,0,0.684190247889322
30.0,1.0,0,91020,3,1,1,1,0,0,0,0.7302630624839633
35.0,1.0,0,71761,3,1,1,1,0,0,0,0.8160639742891412
32.0,1.0,2,70395,3,1,1,4,0,0,0,0.7302630624839633
40.0,0.0,1,47809,1,4,0,28,23959960,1,0,0.654375558571176
33.0,0.0,1,18173,1,1,1,7,899440,0,0,0.683166962884123
26.0,0.0,2,59536,1,1,1,4,0,0,0,0.7698585742141875
37.0,0.0,2,64254,1,2,1,12,2547580,0,0,0.7028288409112735
38.0,1.0,1,118773,3,2,1,5,1525520,0,0,0.7194295503654974
41.0,0.0,2,130752,2,2,1,59,7044890,0,0,0.6999473490155224
23.0,1.0,1,43876,1,1,0,6,2636210,1,0,0.7050484531983688
27.0,0.0,0,125576,1,2,1,44,7644960,1,0,0.7092607604412382
31.0,0.0,2,33169,2,1,1,10,292470,0,0,0.5953765525951102
40.0,0.0,2,37667,2,1,0,1,0,0,0,0.6001946113311858
45.0,0.0,2,115152,4,1,1,6,1052540,0,0,0.683166962884123
31.0,1.0,1,83236,2,3,0,67,33139380,1,0,0.6989110821540374
37.0,1.0,1,67049,1,1,1,65,1308180,0,0,0.8160639742891412
30.0,0.0,0,34556,2,2,1,49,3042000,0,0,0.6379843993734239
26.0,0.0,0,30558,1,1,0,0,0,0,0,0.698531179865061
34.0,1.0,1,90057,2,4,0,97,95331060,1,0,0.8160639742891412
23.0,1.0,0,18224,1,1,1,3,1875360,1,0,0.5953765525951102
25.0,0.0,0,16206,1,1,1,13,1450030,1,0,0.6001946113311858
45.0,1.0,1,37521,2,1,1,1,812710,0,0,0.698531179865061
40.0,0.0,0,31816,1,1,1,12,751070,1,0,0.6741618832945772
27.0,1.0,1,137450,3,2,1,66,13977500,1,0,0.5313237578674669
38.0,0.0,2,90090,2,2,1,5,1892760,0,0,0.7302630624839633
31.0,0.0,0,45993,1,1,0,18,7442600,1,0,0.6001946113311858
32.0,0.0,1,47678,1,1,1,6,393770,0,0,0.7698585742141875
39.0,1.0,2,38706,2,1,1,5,101840,0,0,0.8160639742891412
36.0,1.0,0,75344,2,1,0,11,412310,0,0,0.7302630624839633
37.0,0.0,0,96562,3,1,0,1,0,0,0,0.6741618832945772
29.0,1.0,0,37039,2,1,1,7,1444590,1,0,0.683166962884123
34.0,0.0,0,14776,1,1,1,3,458200,0,0,0.5700438883328994
30.0,1.0,0,68356,1,3,0,56,34703880,1,0,0.6741618832945772
27.0,0.0,0,54239,1,3,0,27,33882080,1,1,0.7302630624839633
31.0,0.0,0,67667,2,1,1,2,0,0,0,0.6098957440667345
43.0,0.0,0,44884,1,2,1,31,10878820,1,0,0.6098957440667345
34.0,0.0,2,70774,2,3,0,31,22155600,1,0,0.7092607604412382
37.0,0.0,0,77399,1,2,0,30,8981930,1,0,0.5700438883328994
31.0,1.0,0,34569,2,1,1,12,0,0,0,0.7740665011127292
35.0,0.0,1,78009,3,1,0,1,0,0,0,0.7340256711699624
39.0,0.0,1,58799,1,3,0,25,11509380,1,0,0.7698585742141875
33.0,1.0,1,45414,1,2,0,33,11155940,1,0,0.698531179865061
33.0,1.0,1,54019,3,1,1,2,231840,0,0,0.6989110821540374
38.0,0.0,0,23166,1,3,1,26,1371720,0,0,0.7340256711699624
37.0,1.0,0,116077,2,1,1,67,33054410,1,0,0.8160639742891412
25.0,0.0,2,64168,2,1,1,4,900000,1,0,0.684190247889322
36.0,0.0,1,29962,1,3,1,22,5818480,1,0,0.5700438883328994
46.0,0.0,2,96053,3,1,1,4,0,0,0,0.7295003150180094
30.0,0.0,2,47301,1,2,1,24,3805340,1,0,0.6098957440667345
41.0,1.0,2,81854,1,2,0,68,27474930,1,0,0.698531179865061
31.0,0.0,0,128520,3,1,1,6,1090260,0,0,0.6098957440667345
38.0,0.0,0,53880,1,3,1,53,7291330,1,0,0.7302630624839633
28.0,0.0,0,83215,3,1,0,4,1476940,1,0,0.683166962884123
24.0,0.0,1,64399,2,1,0,4,903300,1,0,0.6379843993734239
47.0,1.0,2,123962,1,4,0,34,43275060,1,1,0.7065528646360607
30.0,0.0,0,83298,2,1,0,80,20222360,1,0,0.7194295503654974
26.0,1.0,2,56766,2,1,0,8,1420720,1,0,0.7092607604412382
23.0,0.0,2,26766,1,1,1,9,0,0,0,0.7065528646360607
34.0,0.0,1,71878,3,1,0,0,0,0,0,0.6741618832945772
44.0,1.0,0,65990,1,2,1,47,6265580,1,0,0.6001946113311858
38.0,1.0,0,52321,1,1,1,3,166320,0,0,0.6989110821540374
22.0,0.0,0,42059,1,1,1,1,0,0,0,0.5955893821231233
25.0,0.0,0,37888,1,1,1,3,242500,0,0,0.683166962884123
28.0,0.0,1,80907,2,2,0,65,17286750,1,0,0.7295003150180094
28.0,0.0,1,50141,2,1,1,2,0,0,0,0.8160639742891412
25.0,1.0,2,37046,1,1,1,2,151720,0,0,0.6342365899109041
46.0,0.0,1,50326,2,3,1,3,4266380,0,0,0.7698585742141875
42.0,1.0,1,29462,1,1,1,12,2276750,1,0,0.5313237578674669
44.0,0.0,0,18799,1,3,1,66,10913820,1,0,0.5953765525951102
26.0,0.0,0,24676,2,1,1,4,0,0,0,0.6753359528111106
31.0,1.0,1,20983,1,2,1,6,1184840,0,0,0.6753359528111106
35.0,0.0,2,53902,2,1,0,5,1730630,1,0,0.684190247889322
31.0,1.0,1,18469,1,1,1,3,0,0,0,0.7194295503654974
33.0,1.0,2,52222,1,1,1,8,2017900,1,0,0.7698585742141875
28.0,0.0,0,53554,2,1,1,4,0,0,0,0.7028288409112735
35.0,0.0,2,21364,1,1,1,10,250000,0,0,0.7302630624839633
34.0,0.0,0,76805,1,3,1,51,15672850,1,0,0.6342365899109041
32.0,0.0,1,131568,1,2,0,66,22976810,0,0,0.6077892105070524
35.0,1.0,0,111600,2,1,1,48,5356780,1,0,0.6379843993734239
32.0,0.0,2,69003,3,1,1,15,10073920,1,0,0.7302630624839633
33.0,1.0,2,85254,1,2,0,53,13985380,1,0,0.6342365899109041
36.0,1.0,2,102822,3,1,1,5,0,0,0,0.7302630624839633
26.0,0.0,1,33058,1,3,1,5,2736060,0,0,0.684190247889322
41.0,1.0,0,26460,2,3,1,52,3780770,0,0,0.7340256711699624
36.0,0.0,0,17566,1,1,1,2,0,0,0,0.6753359528111106
24.0,0.0,0,15482,1,2,1,0,1308570,0,0,0.698531179865061
36.0,1.0,2,50158,2,1,1,20,0,0,0,0.6001946113311858
39.0,1.0,2,110829,2,1,1,69,895750,0,0,0.763421552435784
41.0,0.0,1,99300,3,1,1,3,0,0,0,0.5955893821231233
24.0,0.0,0,21993,1,1,1,14,237580,0,0,0.5955893821231233
40.0,0.2,1,21636,1,2,1,6,953760,0,0,0.7740665011127292
32.0,0.0,0,79797,1,1,1,6,143040,0,0,0.5953765525951102
23.0,1.0,2,46604,1,1,1,1,0,0,0,0.683166962884123
35.0,1.0,2,75224,3,1,0,7,1109460,0,0,0.6753359528111106
39.0,0.0,1,44154,1,2,0,4,2607050,0,0,0.5313237578674669
41.0,0.0,1,56478,3,1,1,2,0,0,0,0.8160639742891412
29.0,1.0,0,63004,3,1,1,9,0,0,0,0.6001946113311858
31.0,0.0,2,81792,2,1,1,12,269240,0,0,0.683166962884123
29.0,0.0,2,98935,1,3,0,64,42883990,1,0,0.5313237578674669
27.0,0.0,1,53320,1,1,1,6,2264270,1,0,0.5953765525951102
37.0,1.0,0,104128,2,2,0,72,23114450,1,0,0.7295003150180094
27.0,1.0,2,57164,2,1,1,10,1092560,1,0,0.7302630624839633
35.0,1.0,1,38829,2,1,1,2,0,0,0,0.7302630624839633
41.0,1.0,1,68473,2,3,1,7,4553290,0,0,0.7065528646360607
32.0,1.0,1,87954,2,2,1,53,7008490,1,0,0.654375558571176
37.0,0.0,0,48525,1,3,0,64,22738660,1,1,0.7050484531983688
27.0,0.0,1,30083,1,3,1,15,2511830,0,0,0.763421552435784
34.0,1.0,0,104058,3,1,0,6,0,0,0,0.684190247889322
27.0,0.0,2,28949,1,1,1,16,167020,0,0,0.6001946113311858
25.0,1.0,0,14034,1,1,1,3,0,0,0,0.6077892105070524
37.0,0.0,2,56808,1,3,1,61,11868520,1,0,0.6989110821540374
30.0,0.0,0,67162,2,1,0,5,0,0,0,0.6999473490155224
26.0,0.0,2,62716,2,4,1,5,8490390,0,0,0.684190247889322
31.0,1.0,2,126357,3,1,0,13,6655210,1,0,0.6379843993734239
25.0,0.0,0,65507,2,1,1,2,0,0,0,0.7028288409112735
35.0,0.0,0,66890,2,1,0,1,0,0,0,0.7302630624839633
41.0,0.0,0,19724,1,2,1,16,1464860,0,0,0.683166962884123
